case_id,customer_id,signal_id,incident_type,received_at,priority_score_assigned,matched_responder_profession,response_time_minutes,outcome,escalation_required
CASE-0000205,CUST-000514,SIG-0000514,power_outage,2025-08-21T17:10:00-06:00,90,nurse,109,transported_to_hospital,true
CASE-0000206,CUST-001937,SIG-0001937,wildfire_smoke,2025-03-20T13:16:00-06:00,100,nurse,141,resolved_on_scene,true
CASE-0000207,CUST-001042,SIG-0001042,chemical_spill,2025-04-18T17:05:00-06:00,100,paramedic,84,resolved_on_scene,true
CASE-0000208,CUST-001314,SIG-0001314,winter_storm,2025-07-03T02:18:00-06:00,69,physician,93,referred_to_social_services,false
CASE-0000209,CUST-004421,SIG-0004421,tornado_damage,2025-11-13T18:32:00-06:00,91,evacuation_driver,106,referred_to_social_services,true
CASE-0000210,CUST-000935,SIG-0000935,extreme_heat,2025-03-08T01:40:00-06:00,100,nurse,151,transported_to_shelter,true
CASE-0000211,CUST-000840,SIG-0000840,winter_storm,2025-09-21T01:43:00-06:00,42,social_worker,10,unable_to_reach_first_attempt,false
CASE-0000212,CUST-003454,SIG-0003454,flood,2025-02-25T15:02:00-06:00,93,search_and_rescue,112,unable_to_reach_first_attempt,true
CASE-0000213,CUST-002486,SIG-0002486,tornado_damage,2025-10-13T03:03:00-06:00,71,evacuation_driver,101,transported_to_shelter,true
CASE-0000214,CUST-003045,SIG-0003045,power_outage,2025-05-19T11:46:00-06:00,100,nurse,65,resolved_on_scene,true
CASE-0000215,CUST-003839,SIG-0003839,flood,2025-03-09T15:53:00-06:00,100,EMT,66,resolved_on_scene,true
CASE-0000216,CUST-004984,SIG-0004984,power_outage,2025-06-25T22:54:00-06:00,100,nurse,120,resolved_on_scene,true
CASE-0000217,CUST-001944,SIG-0001944,winter_storm,2025-09-15T12:22:00-06:00,100,nurse,7,resolved_on_scene,true
CASE-0000218,CUST-001468,SIG-0001468,extreme_heat,2025-11-15T09:34:00-06:00,95,physician,19,referred_to_social_services,true
CASE-0000219,CUST-002551,SIG-0002551,power_outage,2025-06-11T21:41:00-06:00,100,nurse,46,referred_to_social_services,true
CASE-0000220,CUST-002171,SIG-0002171,power_outage,2025-03-14T15:17:00-06:00,100,utility_technician,175,transported_to_shelter,true
CASE-0000221,CUST-000148,SIG-0000148,tornado_damage,2025-04-05T23:13:00-06:00,100,firefighter,169,resolved_on_scene,true
CASE-0000222,CUST-003461,SIG-0003461,flood,2025-06-23T02:02:00-06:00,61,search_and_rescue,119,transported_to_shelter,false
CASE-0000223,CUST-001114,SIG-0001114,winter_storm,2025-05-19T05:13:00-06:00,59,nurse,43,resolved_on_scene,false
CASE-0000224,CUST-003785,SIG-0003785,flood,2025-02-26T04:16:00-06:00,100,nurse,15,resolved_on_scene,true
CASE-0000225,CUST-002205,SIG-0002205,power_outage,2025-04-20T10:41:00-06:00,88,paramedic,111,transported_to_shelter,true
CASE-0000226,CUST-003675,SIG-0003675,wildfire_smoke,2025-03-04T05:15:00-06:00,84,EMT,142,transported_to_hospital,true
CASE-0000227,CUST-001768,SIG-0001768,flood,2025-08-16T17:18:00-06:00,86,firefighter,31,resolved_on_scene,true
CASE-0000228,CUST-003602,SIG-0003602,power_outage,2025-10-17T04:17:00-06:00,100,paramedic,92,transported_to_hospital,true
CASE-0000229,CUST-001191,SIG-0001191,wildfire_smoke,2025-12-08T07:47:00-06:00,76,EMT,137,transported_to_shelter,true
CASE-0000230,CUST-000642,SIG-0000642,wildfire_smoke,2025-06-27T07:07:00-06:00,100,paramedic,72,transported_to_shelter,true
CASE-0000231,CUST-004494,SIG-0004494,flood,2025-09-11T07:09:00-06:00,87,firefighter,100,resolved_on_scene,true
CASE-0000232,CUST-002106,SIG-0002106,power_outage,2025-03-01T14:15:00-06:00,76,physician,51,unable_to_reach_first_attempt,false
CASE-0000233,CUST-002440,SIG-0002440,extreme_heat,2025-03-23T19:37:00-06:00,97,nurse,130,transported_to_shelter,true
CASE-0000234,CUST-000083,SIG-0000083,flood,2025-08-05T20:16:00-06:00,63,nurse,142,unable_to_reach_first_attempt,false
CASE-0000235,CUST-004445,SIG-0004445,wildfire_smoke,2025-03-17T10:16:00-06:00,90,EMT,122,referred_to_social_services,true
CASE-0000236,CUST-001694,SIG-0001694,wildfire_smoke,2025-02-06T14:57:00-06:00,60,nurse,126,referred_to_social_services,false
CASE-0000237,CUST-004629,SIG-0004629,wildfire_smoke,2025-10-10T23:38:00-06:00,75,evacuation_driver,142,referred_to_social_services,true
CASE-0000238,CUST-004956,SIG-0004956,tornado_damage,2025-12-24T13:19:00-06:00,100,evacuation_driver,8,resolved_on_scene,true
CASE-0000239,CUST-002997,SIG-0002997,flood,2025-09-14T11:34:00-06:00,53,evacuation_driver,109,resolved_on_scene,false
CASE-0000240,CUST-000926,SIG-0000926,winter_storm,2025-07-23T06:09:00-06:00,96,physician,78,resolved_on_scene,true
CASE-0000241,CUST-001650,SIG-0001650,flood,2025-02-19T13:57:00-06:00,100,evacuation_driver,26,transported_to_hospital,true
CASE-0000242,CUST-003427,SIG-0003427,flood,2025-05-09T04:33:00-06:00,83,EMT,40,referred_to_social_services,true
CASE-0000243,CUST-004566,SIG-0004566,tornado_damage,2025-07-15T22:14:00-06:00,48,physician,120,unable_to_reach_first_attempt,false
CASE-0000244,CUST-004628,SIG-0004628,tornado_damage,2025-10-20T21:10:00-06:00,88,firefighter,14,transported_to_hospital,true
CASE-0000245,CUST-000510,SIG-0000510,wildfire_smoke,2025-11-13T21:28:00-06:00,95,EMT,151,transported_to_shelter,true
CASE-0000246,CUST-002168,SIG-0002168,tornado_damage,2025-11-08T14:35:00-06:00,100,EMT,54,transported_to_hospital,true
CASE-0000247,CUST-002515,SIG-0002515,winter_storm,2025-02-13T22:45:00-06:00,50,evacuation_driver,27,transported_to_hospital,false
CASE-0000248,CUST-002878,SIG-0002878,chemical_spill,2025-06-08T03:15:00-06:00,79,paramedic,83,transported_to_shelter,false
CASE-0000249,CUST-001724,SIG-0001724,chemical_spill,2025-06-15T17:31:00-06:00,75,search_and_rescue,179,transported_to_hospital,true
CASE-0000250,CUST-003672,SIG-0003672,extreme_heat,2025-07-15T04:44:00-06:00,91,physician,124,transported_to_hospital,true
CASE-0000251,CUST-003788,SIG-0003788,tornado_damage,2025-02-14T23:31:00-06:00,60,search_and_rescue,10,referred_to_social_services,true
CASE-0000252,CUST-003180,SIG-0003180,flood,2025-07-26T13:54:00-06:00,91,firefighter,140,referred_to_social_services,true
CASE-0000253,CUST-004955,SIG-0004955,tornado_damage,2025-07-09T20:03:00-06:00,73,EMT,155,transported_to_hospital,true
CASE-0000254,CUST-002495,SIG-0002495,flood,2025-05-02T17:13:00-06:00,78,nurse,128,resolved_on_scene,true
CASE-0000255,CUST-003112,SIG-0003112,chemical_spill,2025-11-23T10:31:00-06:00,100,paramedic,65,referred_to_social_services,true
CASE-0000256,CUST-001384,SIG-0001384,winter_storm,2025-06-16T06:00:00-06:00,100,EMT,143,resolved_on_scene,true
CASE-0000257,CUST-003875,SIG-0003875,power_outage,2025-06-10T18:42:00-06:00,100,paramedic,100,unable_to_reach_first_attempt,true
CASE-0000258,CUST-001600,SIG-0001600,wildfire_smoke,2025-03-20T16:52:00-06:00,100,nurse,124,referred_to_social_services,true
CASE-0000259,CUST-003889,SIG-0003889,tornado_damage,2025-07-17T11:15:00-06:00,100,evacuation_driver,23,resolved_on_scene,true
CASE-0000260,CUST-003124,SIG-0003124,winter_storm,2025-04-05T01:11:00-06:00,98,paramedic,7,resolved_on_scene,true
CASE-0000261,CUST-000488,SIG-0000488,winter_storm,2025-05-26T00:24:00-06:00,100,paramedic,143,unable_to_reach_first_attempt,true
CASE-0000262,CUST-001225,SIG-0001225,wildfire_smoke,2025-07-22T19:57:00-06:00,97,nurse,39,transported_to_hospital,true
CASE-0000263,CUST-004129,SIG-0004129,chemical_spill,2025-04-11T18:52:00-06:00,86,paramedic,28,referred_to_social_services,true
CASE-0000264,CUST-003847,SIG-0003847,winter_storm,2025-11-05T14:08:00-06:00,71,nurse,127,transported_to_shelter,true
CASE-0000265,CUST-000388,SIG-0000388,extreme_heat,2025-01-11T10:57:00-06:00,100,paramedic,119,transported_to_shelter,true
CASE-0000266,CUST-003951,SIG-0003951,power_outage,2025-09-04T22:20:00-06:00,100,utility_technician,162,referred_to_social_services,true
CASE-0000267,CUST-002035,SIG-0002035,power_outage,2025-12-21T19:05:00-06:00,100,nurse,58,resolved_on_scene,true
CASE-0000268,CUST-001710,SIG-0001710,extreme_heat,2025-05-25T19:41:00-06:00,83,EMT,138,transported_to_hospital,true
CASE-0000269,CUST-001700,SIG-0001700,wildfire_smoke,2025-03-22T12:12:00-06:00,31,evacuation_driver,56,referred_to_social_services,false
CASE-0000270,CUST-000886,SIG-0000886,winter_storm,2025-10-11T19:25:00-06:00,100,paramedic,134,transported_to_shelter,true
CASE-0000271,CUST-002105,SIG-0002105,flood,2025-01-03T12:20:00-06:00,58,firefighter,130,transported_to_hospital,false
CASE-0000272,CUST-003907,SIG-0003907,winter_storm,2025-09-08T07:33:00-06:00,100,paramedic,27,resolved_on_scene,true
CASE-0000273,CUST-001681,SIG-0001681,flood,2025-09-15T22:26:00-06:00,100,evacuation_driver,33,transported_to_shelter,true
CASE-0000274,CUST-000138,SIG-0000138,wildfire_smoke,2025-11-14T12:05:00-06:00,100,mental_health_crisis,123,transported_to_hospital,true
CASE-0000275,CUST-003852,SIG-0003852,winter_storm,2025-11-06T07:30:00-06:00,100,nurse,28,referred_to_social_services,true
CASE-0000276,CUST-003205,SIG-0003205,tornado_damage,2025-02-20T00:29:00-06:00,85,firefighter,37,transported_to_hospital,true
CASE-0000277,CUST-001212,SIG-0001212,wildfire_smoke,2025-09-19T17:08:00-06:00,73,EMT,46,resolved_on_scene,false
CASE-0000278,CUST-004997,SIG-0004997,winter_storm,2025-08-17T20:39:00-06:00,88,nurse,20,referred_to_social_services,true
CASE-0000279,CUST-001509,SIG-0001509,wildfire_smoke,2025-10-08T03:47:00-06:00,100,nurse,95,resolved_on_scene,true
CASE-0000280,CUST-002759,SIG-0002759,flood,2025-10-23T15:02:00-06:00,100,firefighter,29,resolved_on_scene,true
CASE-0000281,CUST-003678,SIG-0003678,extreme_heat,2025-08-26T07:34:00-06:00,100,nurse,21,transported_to_hospital,true
CASE-0000282,CUST-000512,SIG-0000512,extreme_heat,2025-09-07T00:20:00-06:00,75,evacuation_driver,99,resolved_on_scene,false
CASE-0000283,CUST-004319,SIG-0004319,wildfire_smoke,2025-10-20T15:46:00-06:00,90,EMT,96,resolved_on_scene,true
CASE-0000284,CUST-003483,SIG-0003483,tornado_damage,2025-05-09T12:12:00-06:00,82,firefighter,116,transported_to_hospital,true
CASE-0000285,CUST-000953,SIG-0000953,chemical_spill,2025-08-28T08:18:00-06:00,98,paramedic,12,unable_to_reach_first_attempt,true
CASE-0000286,CUST-003360,SIG-0003360,wildfire_smoke,2025-01-27T15:16:00-06:00,100,paramedic,105,unable_to_reach_first_attempt,true
CASE-0000287,CUST-003284,SIG-0003284,winter_storm,2025-08-20T03:50:00-06:00,48,EMT,71,unable_to_reach_first_attempt,false
CASE-0000288,CUST-004534,SIG-0004534,chemical_spill,2025-07-09T05:41:00-06:00,64,paramedic,160,referred_to_social_services,false
CASE-0000289,CUST-000493,SIG-0000493,flood,2025-04-15T04:55:00-06:00,83,mental_health_crisis,108,unable_to_reach_first_attempt,true
CASE-0000290,CUST-001202,SIG-0001202,chemical_spill,2025-02-08T03:24:00-06:00,98,paramedic,132,resolved_on_scene,true
CASE-0000291,CUST-001465,SIG-0001465,flood,2025-06-10T06:16:00-06:00,70,search_and_rescue,77,unable_to_reach_first_attempt,false
CASE-0000292,CUST-003699,SIG-0003699,extreme_heat,2025-12-03T17:21:00-06:00,73,nurse,26,referred_to_social_services,false
CASE-0000293,CUST-003754,SIG-0003754,winter_storm,2025-10-17T06:45:00-06:00,84,EMT,151,transported_to_hospital,true
CASE-0000294,CUST-003934,SIG-0003934,flood,2025-04-06T21:38:00-06:00,76,firefighter,167,referred_to_social_services,true
CASE-0000295,CUST-001207,SIG-0001207,wildfire_smoke,2025-08-25T02:47:00-06:00,100,paramedic,27,transported_to_shelter,true
CASE-0000296,CUST-000743,SIG-0000743,wildfire_smoke,2025-12-08T09:22:00-06:00,64,paramedic,36,unable_to_reach_first_attempt,true
CASE-0000297,CUST-002431,SIG-0002431,wildfire_smoke,2025-06-26T21:53:00-06:00,100,EMT,136,referred_to_social_services,true
CASE-0000298,CUST-000509,SIG-0000509,extreme_heat,2025-11-18T08:57:00-06:00,100,paramedic,157,unable_to_reach_first_attempt,true
CASE-0000299,CUST-002886,SIG-0002886,power_outage,2025-02-13T05:28:00-06:00,46,paramedic,132,resolved_on_scene,false
CASE-0000300,CUST-003003,SIG-0003003,extreme_heat,2025-11-28T20:11:00-06:00,86,physician,84,transported_to_hospital,true
CASE-0000301,CUST-000250,SIG-0000250,winter_storm,2025-02-09T08:05:00-06:00,100,paramedic,66,transported_to_shelter,true
CASE-0000302,CUST-001256,SIG-0001256,power_outage,2025-09-15T23:37:00-06:00,94,paramedic,43,transported_to_shelter,true
CASE-0000303,CUST-001055,SIG-0001055,flood,2025-11-08T05:08:00-06:00,85,firefighter,68,transported_to_shelter,true
CASE-0000304,CUST-003782,SIG-0003782,tornado_damage,2025-06-04T09:46:00-06:00,66,evacuation_driver,112,referred_to_social_services,false
CASE-0000305,CUST-004295,SIG-0004295,extreme_heat,2025-07-25T18:31:00-06:00,85,EMT,39,transported_to_shelter,true
CASE-0000306,CUST-001863,SIG-0001863,flood,2025-04-26T07:31:00-06:00,100,firefighter,115,transported_to_shelter,true
CASE-0000307,CUST-000070,SIG-0000070,extreme_heat,2025-12-24T07:35:00-06:00,38,EMT,107,unable_to_reach_first_attempt,false
CASE-0000308,CUST-000334,SIG-0000334,winter_storm,2025-11-19T16:34:00-06:00,62,social_worker,149,transported_to_shelter,true
CASE-0000309,CUST-001102,SIG-0001102,extreme_heat,2025-02-27T20:00:00-06:00,94,paramedic,135,transported_to_hospital,true
CASE-0000310,CUST-001439,SIG-0001439,winter_storm,2025-07-23T02:23:00-06:00,100,EMT,152,transported_to_shelter,true
CASE-0000311,CUST-002591,SIG-0002591,extreme_heat,2025-01-19T22:40:00-06:00,87,EMT,120,resolved_on_scene,true
CASE-0000312,CUST-004500,SIG-0004500,tornado_damage,2025-01-28T20:23:00-06:00,74,paramedic,43,transported_to_hospital,false
CASE-0000313,CUST-004012,SIG-0004012,flood,2025-07-10T22:30:00-06:00,88,search_and_rescue,97,referred_to_social_services,true
CASE-0000314,CUST-003348,SIG-0003348,power_outage,2025-06-21T14:18:00-06:00,79,nurse,94,referred_to_social_services,false
CASE-0000315,CUST-000534,SIG-0000534,tornado_damage,2025-05-26T13:36:00-06:00,100,physician,159,unable_to_reach_first_attempt,true
CASE-0000316,CUST-000267,SIG-0000267,flood,2025-04-20T04:35:00-06:00,100,search_and_rescue,15,transported_to_hospital,true
CASE-0000317,CUST-004517,SIG-0004517,winter_storm,2025-11-27T23:04:00-06:00,80,ASL_interpreter,30,resolved_on_scene,false
CASE-0000318,CUST-003693,SIG-0003693,extreme_heat,2025-11-19T17:21:00-06:00,71,physician,135,referred_to_social_services,true
CASE-0000319,CUST-004266,SIG-0004266,flood,2025-09-02T14:27:00-06:00,89,evacuation_driver,157,referred_to_social_services,true
CASE-0000320,CUST-001605,SIG-0001605,extreme_heat,2025-03-01T07:09:00-06:00,100,EMT,139,referred_to_social_services,true
CASE-0000321,CUST-001220,SIG-0001220,power_outage,2025-06-17T01:07:00-06:00,82,evacuation_driver,59,referred_to_social_services,true
CASE-0000322,CUST-001835,SIG-0001835,power_outage,2025-05-23T16:02:00-06:00,82,EMT,137,referred_to_social_services,true
CASE-0000323,CUST-003711,SIG-0003711,flood,2025-09-01T15:58:00-06:00,100,evacuation_driver,102,unable_to_reach_first_attempt,true
CASE-0000324,CUST-002455,SIG-0002455,tornado_damage,2025-05-26T15:12:00-06:00,97,physician,107,unable_to_reach_first_attempt,true
CASE-0000325,CUST-002106,SIG-0002106,tornado_damage,2025-05-03T09:44:00-06:00,80,firefighter,148,transported_to_shelter,true
CASE-0000326,CUST-002154,SIG-0002154,power_outage,2025-10-18T01:05:00-06:00,81,physician,129,unable_to_reach_first_attempt,true
CASE-0000327,CUST-002236,SIG-0002236,tornado_damage,2025-10-22T22:34:00-06:00,100,firefighter,49,transported_to_hospital,true
CASE-0000328,CUST-000510,SIG-0000510,tornado_damage,2025-09-24T04:56:00-06:00,100,firefighter,127,unable_to_reach_first_attempt,true
CASE-0000329,CUST-001696,SIG-0001696,extreme_heat,2025-05-09T17:10:00-06:00,45,mental_health_crisis,119,resolved_on_scene,false
CASE-0000330,CUST-002678,SIG-0002678,extreme_heat,2025-08-15T07:48:00-06:00,67,paramedic,17,transported_to_shelter,false
CASE-0000331,CUST-000400,SIG-0000400,tornado_damage,2025-05-13T04:39:00-06:00,100,evacuation_driver,147,unable_to_reach_first_attempt,true
CASE-0000332,CUST-004708,SIG-0004708,extreme_heat,2025-07-22T19:18:00-06:00,100,paramedic,108,referred_to_social_services,true
CASE-0000333,CUST-001043,SIG-0001043,tornado_damage,2025-01-10T16:10:00-06:00,50,evacuation_driver,75,referred_to_social_services,false
CASE-0000334,CUST-003873,SIG-0003873,wildfire_smoke,2025-09-20T18:48:00-06:00,86,EMT,87,transported_to_shelter,true
CASE-0000335,CUST-002261,SIG-0002261,flood,2025-11-25T06:58:00-06:00,100,firefighter,8,transported_to_hospital,true
CASE-0000336,CUST-002687,SIG-0002687,extreme_heat,2025-10-14T13:49:00-06:00,100,physician,29,transported_to_shelter,true
CASE-0000337,CUST-003579,SIG-0003579,wildfire_smoke,2025-02-16T22:32:00-06:00,38,social_worker,47,transported_to_hospital,true
CASE-0000338,CUST-001190,SIG-0001190,power_outage,2025-10-13T19:53:00-06:00,93,EMT,107,unable_to_reach_first_attempt,true
CASE-0000339,CUST-003304,SIG-0003304,power_outage,2025-01-20T18:58:00-06:00,100,paramedic,36,transported_to_shelter,true
CASE-0000340,CUST-002267,SIG-0002267,wildfire_smoke,2025-02-22T19:34:00-06:00,100,EMT,94,referred_to_social_services,true
CASE-0000341,CUST-002382,SIG-0002382,extreme_heat,2025-09-27T04:56:00-06:00,53,nurse,88,unable_to_reach_first_attempt,false
CASE-0000342,CUST-004602,SIG-0004602,power_outage,2025-10-26T01:53:00-06:00,75,paramedic,133,transported_to_shelter,true
CASE-0000343,CUST-000454,SIG-0000454,flood,2025-02-24T09:52:00-06:00,84,search_and_rescue,96,referred_to_social_services,true
CASE-0000344,CUST-000205,SIG-0000205,extreme_heat,2025-02-12T11:48:00-06:00,100,physician,78,transported_to_shelter,true
CASE-0000345,CUST-004020,SIG-0004020,winter_storm,2025-02-05T05:20:00-06:00,85,nurse,123,unable_to_reach_first_attempt,true
CASE-0000346,CUST-003506,SIG-0003506,wildfire_smoke,2025-11-19T16:09:00-06:00,100,EMT,164,resolved_on_scene,true
CASE-0000347,CUST-002243,SIG-0002243,extreme_heat,2025-08-11T13:40:00-06:00,46,EMT,97,resolved_on_scene,false
CASE-0000348,CUST-004703,SIG-0004703,extreme_heat,2025-04-08T06:34:00-06:00,72,nurse,131,unable_to_reach_first_attempt,true
CASE-0000349,CUST-002667,SIG-0002667,power_outage,2025-02-03T12:07:00-06:00,97,nurse,12,unable_to_reach_first_attempt,true
CASE-0000350,CUST-001589,SIG-0001589,chemical_spill,2025-07-06T18:31:00-06:00,64,search_and_rescue,39,transported_to_shelter,false
CASE-0000351,CUST-003406,SIG-0003406,power_outage,2025-03-13T06:37:00-06:00,79,utility_technician,62,unable_to_reach_first_attempt,false
CASE-0000352,CUST-004404,SIG-0004404,power_outage,2025-11-10T12:06:00-06:00,100,EMT,57,resolved_on_scene,true
CASE-0000353,CUST-004386,SIG-0004386,winter_storm,2025-11-05T21:26:00-06:00,79,physician,129,resolved_on_scene,true
CASE-0000354,CUST-002511,SIG-0002511,extreme_heat,2025-08-23T21:58:00-06:00,20,social_worker,151,transported_to_hospital,false
CASE-0000355,CUST-004465,SIG-0004465,wildfire_smoke,2025-12-24T15:25:00-06:00,76,nurse,90,referred_to_social_services,true
CASE-0000356,CUST-002866,SIG-0002866,extreme_heat,2025-06-15T14:17:00-06:00,100,nurse,137,resolved_on_scene,true
CASE-0000357,CUST-002775,SIG-0002775,wildfire_smoke,2025-11-24T09:22:00-06:00,100,EMT,16,transported_to_hospital,true
CASE-0000358,CUST-003534,SIG-0003534,winter_storm,2025-04-14T03:31:00-06:00,100,physician,80,transported_to_hospital,true
CASE-0000359,CUST-003099,SIG-0003099,chemical_spill,2025-10-13T15:12:00-06:00,100,paramedic,4,unable_to_reach_first_attempt,true
CASE-0000360,CUST-003737,SIG-0003737,winter_storm,2025-03-08T22:52:00-06:00,100,EMT,71,transported_to_hospital,true
CASE-0000361,CUST-003379,SIG-0003379,flood,2025-04-10T19:08:00-06:00,58,nurse,74,transported_to_hospital,true
CASE-0000362,CUST-000442,SIG-0000442,flood,2025-10-21T08:33:00-06:00,95,firefighter,10,transported_to_shelter,true
CASE-0000363,CUST-000338,SIG-0000338,power_outage,2025-06-05T21:31:00-06:00,100,utility_technician,54,resolved_on_scene,true
